Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Poland,POL,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,902,839,766,700,647,605,569,532,493,455,423,393,365,339,317,297,278,259,242,228,216,208,204,202,199,195,188,179,167,157,149,
Pre-demographic dividend,PRE,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304826,303051,304825,307688,303925,304729,304455,303652,303937,301905,300830,299787,298453,297048,295328,294003,293014,292218,292861,291858,292872,293264,292744,293641,295106,296165,296707,297226,297061,296698,294652,292349,
Puerto Rico,PRI,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744,1962,2221,2494,2768,2992,3137,3179,3111,2924,2638,2309,1984,1720,1537,1432,1383,1352,1312,1258,1180,1092,1000,926,858,798,746,702,670,638,617,590,
Portugal,PRT,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,246,225,208,194,181,171,162,152,142,131,120,110,101,93,87,81,75,70,65,60,55,51,47,44,42,40,39,37,35,33,32,
Paraguay,PRY,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,492,481,469,455,440,423,407,391,375,358,341,322,303,282,262,242,223,205,187,172,160,151,143,136,129,124,119,115,112,108,106,
West Bank and Gaza,PSE,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,217,220,223,226,231,235,240,245,248,249,249,247,244,241,239,238,238,238,238,238,239,239,239,326,239,239,238,237,235,234,232,
Pacific island small states,PSS,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,259,252,247,241,235,228,222,216,212,205,199,204,190,187,182,177,183,170,187,163,160,160,157,156,154,162,152,151,148,146,141,
Post-demographic dividend,PST,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15807,15307,15765,15217,13733,13526,12662,12103,11507,10887,10273,9681,9133,8658,8241,7877,7545,7228,6944,6693,6466,6992,6162,6088,6030,5970,5893,5790,5655,5507,5373,5220,
French Polynesia,PYF,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,16,17,17,18,19,20,20,21,21,21,21,21,22,21,
Romania,ROU,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,903,880,978,1171,1363,1445,1360,1100,785,564,459,409,379,359,346,340,331,314,287,258,230,210,201,199,196,188,178,168,159,153,147,
Russian Federation,RUS,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6498,6742,6931,6917,6658,6240,5711,5140,4617,4184,3826,3507,3213,2951,2751,2541,2367,2242,2153,2088,2030,1972,1926,1887,1846,1791,1738,1685,1613,1534,1467,1399,
Rwanda,RWA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10339,11710,13457,15620,43066,12647,12695,13758,12167,10077,8481,7379,6629,6069,5560,5026,4527,4087,3687,3330,3023,2779,2613,2520,2481,2490,2536,2618,2714,2828,2897,2962,
South Asia,SAS,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399669,424096,384834,377100,368673,358964,347052,333091,318847,303179,289566,277093,265994,256562,250792,248390,230256,220675,209808,198917,185111,171785,158645,146394,135006,125533,115191,106443,98021,90065,82694,76410,
Saudi Arabia,SAU,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656,1615,1574,1526,1452,1375,1313,1256,1209,1173,1142,1113,1086,1060,1030,993,952,907,861,816,772,733,705,683,666,653,640,625,607,590,571,548,
Sudan,SDN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13098,12960,12699,12377,12079,11730,11339,10906,10513,10071,9659,9261,8872,8499,8163,7874,7626,7388,8141,6965,6760,6574,6448,6364,6338,6332,6330,6279,6203,6133,6023,5952,
Senegal,SEN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5689,5673,5712,5776,5876,6004,6112,6187,6221,6184,6067,5884,5655,5406,5159,4923,4700,4492,4290,4090,3889,3699,3509,3315,3119,2930,2739,2564,2418,2293,2193,2100,
Singapore,SGP,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,41,40,39,39,38,37,36,35,34,33,31,30,28,26,25,23,22,21,20,20,19,18,17,17,16,16,15,14,13,13,12,
Solomon Islands,SLB,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,41,41,41,41,41,41,41,42,42,43,43,44,44,45,45,53,45,45,44,44,44,43,43,43,43,42,42,42,42,41,
Sierra Leone,SLE,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3375,3488,3301,3203,3128,3064,2978,2934,2891,2839,2784,2828,2958,3002,3041,3058,3061,3050,3055,3067,3091,3121,3168,3224,3294,3360,3414,3453,3470,3465,3437,3396,
El Salvador,SLV,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,433,404,381,356,335,316,299,376,268,254,367,231,221,212,203,195,185,174,208,153,145,139,136,135,136,137,139,141,142,142,140,
San Marino,SMR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Somalia,SOM,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5666,5512,5103,5053,5374,5396,5451,5474,5706,6046,6450,6938,7395,7729,8024,8308,8554,8671,8754,8702,9681,9597,8304,8244,8231,8211,8193,8255,8309,8335,8373,8414,
Serbia,SRB,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,163,156,149,141,133,126,119,112,106,101,96,90,82,74,67,61,58,56,55,53,49,45,42,40,38,38,37,37,36,36,35,
Sub-Saharan Africa (excluding high income),SSA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401845,401355,406213,410729,433449,402527,400491,398509,393854,388154,382897,378326,373553,368479,363068,357746,352480,347298,343596,338220,335312,332199,328475,326622,325689,324564,323259,322212,320770,319438,316612,313629,
South Sudan,SSD,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5143,5154,5057,4893,4885,4976,5055,5176,5230,5173,5090,4986,4864,4732,4642,4593,4563,4547,4519,4454,4336,4234,4158,4164,4250,4344,4493,4626,4742,4852,4920,4899,
Sub-Saharan Africa,SSF,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401848,401358,406216,410732,433452,402530,400494,398512,393857,388157,382900,378329,373556,368482,363070,357748,352482,347300,343598,338222,335314,332201,328477,326624,325691,324566,323261,322214,320772,319440,316614,313631,
Small states,SST,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5812,5817,5798,5717,5682,5644,5545,5568,5394,5315,5239,5122,5020,4894,4795,4677,4617,4499,4402,4338,4239,4169,4114,4059,4012,3955,3899,3814,3743,3703,3575,3488,
Sao Tome and Principe,STP,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,50,51,51,51,51,50,48,46,43,40,37,34,31,29,27,25,24,23,21,20,19,17,16,15,14,12,11,11,10,10,9,
Suriname,SUR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,25,25,24,23,23,23,22,21,21,20,20,19,19,19,19,20,20,20,20,20,20,19,19,19,19,19,20,20,20,20,20,
Slovak Republic,SVK,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,117,114,110,106,102,98,94,90,86,80,74,68,63,58,55,52,49,47,45,43,42,41,40,39,39,38,38,37,35,34,33,
Slovenia,SVN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,31,29,28,26,24,22,21,19,17,16,15,14,13,12,12,11,10,10,9,9,9,9,8,8,8,8,8,8,7,7,7,
Sweden,SWE,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,66,66,66,67,68,69,69,69,67,64,60,55,51,47,44,42,41,41,40,40,40,40,40,40,39,39,38,38,37,36,35,
Eswatini,SWZ,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,156,169,181,194,206,220,238,255,270,279,284,285,284,284,286,290,295,299,302,305,308,311,314,315,313,308,302,294,286,277,269,
Sint Maarten (Dutch part),SXM,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Syrian Arab Republic,SYR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243,2234,2216,2182,2130,2059,1971,1872,1768,1661,1550,1440,1333,1239,1169,1130,1118,1135,1167,1190,1217,1438,4578,6227,6559,5417,4901,1764,1621,1320,1289,1152,
Turks and Caicos Islands,TCA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chad,TCD,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6333,6324,6408,6457,6456,6515,6622,6712,6808,6855,6863,6894,6930,6936,6965,7021,7023,7008,6983,6972,6982,6998,7019,7032,7038,7025,6977,6937,6896,6849,6801,6741,
East Asia & Pacific (IDA & IBRD countries),TEA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197710,191856,183595,176926,170553,164158,155739,145031,134573,123736,113348,104328,97117,90609,103121,79392,74723,70408,91432,63082,59905,57100,54783,54178,51294,49878,48598,47449,46277,44908,43567,42110,
Europe & Central Asia (IDA & IBRD countries),TEC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26795,26956,28232,27821,26378,25712,24609,22957,21197,21112,18082,16856,15747,14705,13743,12790,11899,11068,10281,9573,8959,8421,7999,7705,7484,7281,7081,6881,6650,6401,6178,5951,
Togo,TGO,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2892,2869,2845,2818,2597,2623,2622,2611,2573,2532,2489,2441,2391,2340,2292,2249,2209,2168,2122,2074,2024,1974,1928,1885,1848,1813,1776,1737,1700,1658,1617,1577,
Thailand,THA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4017,3861,3733,3628,3526,3424,3317,3219,3164,3173,3220,3239,3216,3141,3647,2812,2614,2430,2267,2129,2005,1887,1786,1705,1640,1585,1541,1502,1462,1417,1365,1304,
Tajikistan,TJK,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,771,986,920,951,939,1077,789,667,554,463,405,360,329,305,287,276,269,264,259,255,252,249,249,251,254,257,259,260,258,255,249,
Turkmenistan,TKM,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,420,436,450,459,460,454,441,428,412,395,379,363,347,330,314,298,280,264,249,238,230,227,228,231,236,242,247,252,255,255,252,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32367,31084,29901,28840,27885,27019,26209,25444,28616,23986,23274,22705,21914,21290,21235,20473,19635,19087,18504,17943,26212,16684,16127,15614,15155,14732,14382,14086,13669,13077,12627,12391,
Timor-Leste,TLS,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,363,360,354,346,335,324,314,305,296,287,278,269,260,252,246,243,241,240,239,236,232,227,221,214,207,199,191,184,178,173,168,
Middle East & North Africa (IDA & IBRD countries),TMN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43360,36699,35431,34088,32847,31537,30271,29050,27820,26587,25329,24058,22816,23987,20872,20312,20002,19771,19645,19639,19576,19873,22783,24217,24530,23837,23168,19878,20063,19697,18949,19141,
Tonga,TON,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,5,5,5,4,4,4,4,4,3,
South Asia (IDA & IBRD),TSA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399669,424096,384834,377100,368673,358964,347052,333091,318847,303179,289566,277093,265994,256562,250792,248390,230256,220675,209808,198917,185111,171785,158645,146394,135006,125533,115191,106443,98021,90065,82694,76410,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401848,401358,406216,410732,433452,402530,400494,398512,393857,388157,382900,378329,373556,368482,363070,357748,352482,347300,343598,338222,335314,332201,328477,326624,325691,324566,323261,322214,320772,319440,316614,313631,
Trinidad and Tobago,TTO,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,61,59,56,54,51,47,44,42,39,37,35,33,31,30,29,28,28,27,26,25,24,24,23,22,22,21,21,20,19,19,18,
Tunisia,TUN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841,811,778,740,697,654,614,578,547,520,494,466,438,409,382,357,336,320,308,301,298,296,296,297,298,302,309,318,326,333,335,334,
Turkiye,TUR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9347,9139,8919,8704,8481,8239,7985,7713,7432,8747,6894,6633,6365,6062,5714,5321,4895,4428,3925,3438,2999,2603,2265,1999,1784,1608,1461,1344,1247,1167,1103,1051,
Tuvalu,TUV,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Tanzania,TZA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15581,15671,15674,15613,15777,15906,15641,15103,14807,14371,14039,13791,13517,13303,13203,13115,13072,13099,13220,13423,13701,14160,14664,15151,15606,15915,16150,16277,16321,16373,16412,16463,
Uganda,UGA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10759,10943,11139,11356,11564,11738,11873,11993,12080,12179,12248,12279,12259,12212,12146,12072,12011,11971,11932,11895,11857,11810,11759,11701,11610,11531,11452,11365,11269,11133,10980,10807,
Ukraine,UKR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806,1837,1858,1846,1782,1685,1566,1436,1310,1192,1089,997,915,844,778,717,657,607,567,539,516,500,490,481,472,460,446,433,418,400,381,359,
Upper middle income,UMC,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156823,152310,149321,145402,140839,136920,130315,121307,112072,105053,94964,87903,82565,77832,74146,69822,65865,62217,62977,56006,53269,50975,48849,47287,45987,44696,43561,42432,41314,40015,38724,37342,
Uruguay,URY,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,78,77,75,75,73,72,71,69,67,66,64,62,60,58,56,53,51,49,47,45,43,42,40,38,37,35,34,32,31,30,29,
United States,USA,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3936,3878,3831,3806,3793,3779,3746,3688,3602,3487,3352,3208,3076,2963,2864,2777,2702,2630,2563,2505,2453,2412,2407,2419,2434,2448,2450,2435,2406,2376,2354,2319,
Uzbekistan,UZB,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,2108,2184,2236,2253,2239,2194,2120,2021,1905,1773,1629,1488,1357,1243,1149,1077,1029,1003,995,999,1010,1031,1063,1100,1131,1146,1142,1118,1085,1052,1023,
St. Vincent and the Grenadines,VCT,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,
"Venezuela, RB",VEN,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079,1060,1046,1035,1026,1019,1012,1006,1004,1007,1015,1028,1040,1045,1042,1033,1016,993,966,938,913,894,884,886,895,902,902,1044,1031,862,842,827,
British Virgin Islands,VGB,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,
Virgin Islands (U.S.),VIR,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13502,12819,12087,11356,10637,9946,9287,8649,8028,7398,6744,6080,5439,4856,4344,3933,3617,3371,3175,3008,2855,2699,2550,2415,2297,2186,2094,2009,1927,1845,1759,1678,
Vanuatu,VUT,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,20,20,21,21,22,22,23,23,23,24,24,23,23,
World,WLD,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119524,1129330,1085172,1072220,1076269,1026318,1000264,969550,939810,900953,865882,835906,808869,786672,783305,749130,718655,697641,702259,656050,643430,614833,596647,582411,566802,553270,539012,524138,512474,500472,487320,476144,
Samoa,WSM,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,17,17,16,16,16,16,16,16,16,16,16,15,15,14,13,13,12,32,11,10,10,9,9,8,8,8,8,7,7,7,
Kosovo,XKX,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,193,189,184,180,176,170,160,146,128,111,99,92,85,79,73,67,63,59,56,53,49,45,42,40,38,36,34,32,30,28,25,
"Yemen, Rep.",YEM,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327,5332,5339,5331,5313,5283,5239,5182,5108,5022,4907,4753,4561,4370,4184,4012,3861,3723,3612,3519,3439,3423,3442,3300,3331,3801,3676,3579,3935,3903,3303,3893,
South Africa,ZAF,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5683,5988,6328,6611,6855,7029,7142,7193,7227,7265,7352,7476,7601,7695,7702,7539,7216,6819,6387,5954,5558,5203,4868,4569,4266,3954,3689,3454,3258,3107,2993,2883,
Zambia,ZMB,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4363,4451,4533,4598,4645,4679,4706,4715,4720,4720,4716,4702,4674,4627,4579,4522,4468,4418,4369,4336,4303,4274,4244,4203,4154,4092,4017,3942,3875,3812,3734,3647,
Zimbabwe,ZWE,Number of deaths ages 5-9 years,SH.DTH.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2885,2905,2885,2913,2831,2750,2696,2661,2646,2653,2672,2698,2745,2807,2898,2996,3077,3118,3107,3046,2937,2792,2636,2494,2384,2313,2266,2236,2203,2156,2093,2020,
